Number_of_student_enrolled,course_id,course_name,course_rating,instructor,is_paid,platform,sources,user_comments
404280,java_solving_problems,Java Programming: Solving Problems with Software,4.6,"Owen Astrachan, Robert Duvall, Andrew D. Hilton, Susan H. Rodger",Free,Coursera,"[""https://www.coursera.org/learn/java-programming"", ""https://www.coursera.org/learn/java-programming/reviews""]","[""Excellent introduction to Java. A little heads up if you're taking the course: Answers need to be truncated to x decimal places in quizzes, not rounded. (Instructors please clarify this in all quizzes!)"", ""Excellent explanations and amount of course work for practice, the tests made good use of the examples and work given, I am satisfied with what I learned in this course and see it's real world usage."", ""To say this course is for beginners is a misnomer. It feels like a college-level CS course. I came into this course with zero formal programming knowledge and was completely overwhelmed by the pace and material. It does not give students enough \""small wins\"" to build muscle memory and gain confidence. I folded almost at the end of week 2. The instructors assume too much about what their students know. Really kicking myself for spending the money trying to limp through this course."", ""I have just started the course, but it is way over my head. This should clearly be marked as intermediate, advanced or for people already in IT industry."", ""Very disappointing for me. I chose the course to learn the fundamentals of Java, but it is really everything but motivating. The lessons are short and kept very easy and informative, but for the assignments you have to do things that were never mentioned anywhere, so you spend hours of research online on how to do the assignments. That's not why I wanted to visit a course, hours of frustrating online research I can also have while learning it on my own."", ""There are other OOP courses out there that are easier to follow & execute on assignments. The java editor used in this class is clunky and ridiculous and the assignment instructions seem out of date and disorganized - this class was infuriating. It takes simple assignments and obfuscates instructions."", ""Really poor course structure and material explanations. Canceling subscription."", ""Literally one of the worst courses I've ever seen in twenty years of studying. No evaluation (correction check) for assignments, no reading material is provided by the instructors (except for the two million free websites they refer to which makes this course pointless.). I regret I paid one month for this course."", ""I signed up for this course because I really liked the first one regarding HTML, CSS and JS. This one, however, is the opposite. The gap of difficulty between this course and the previous one is abysmal. I ended up being able to finish the course but only because I have a friend who's a programmer who helped almost every step of the way. The teachers are still good and the forums help, but the difficulty and the fact that at times the course feels out of order makes me recommend only doing this course if you have an intermediate level. If you're a beginner, do their first course on HTML, CSS, JS and find another course to learn Java."", ""This is an Awesome Course. The best thing about this course is that it has weekly quizzes and assignments as well as Practice Quizzes for particular topics which helps in learning it more easily.""]"
2117,learn_java_programming,Learn Java Programming,,Christos Chrysoulas,Free,Coursera,"[""https://www.coursera.org/learn/learn-java-programming""]",
175029,intermediate_java_development,"Intermediate Java Development: Spring, Databases, Deployment Specialization",,"SkillUp, Ramanujam Srinivasan",Free,Coursera,"[""https://www.coursera.org/specializations/intermediate-java-development-spring-databases-deployment""]",
15326,java_spring_boot,Java Spring Boot,,EDUCBA,Free,Coursera,"[""https://www.coursera.org/learn/java-spring-boot""]",
11786,programming_with_java,Programming with Java,4.3,Amazon,Free,Coursera,"[""https://www.coursera.org/learn/programming-with-java"", ""https://www.coursera.org/learn/programming-with-java/reviews""]","[""Best course for Java. Covering both fundamentals and advanced concepts with hands-on practice in lab assignments."", ""Very recommended this course if are beginner in java, it gives you an approach to perform jobs in a real environment."", ""Nice Course, explained clearly with Hands on Lab for practical experience!"", ""The assignments are tedious for no reason, the automated grading system is very badly optimized, made me spend too much time looking after capitalization and spacing in print commands even though the code was running perfectly fine as intended, there are many mistakes in the assignments and too many vague commands."", ""I see multiple improvement areas such as : The content is fast paced. And the Graded Assignments lacks proper guidelines. There is no proper support. Sometimes it felt frustrating as I was unable to complete some of the assignments. Many of the videos doesn't have subtitles. Missing resource link / image even though the instructor explicitly mentioned about it."", ""There are several issues with this course. Within Module 1 alone, there are inconsistent quiz responses. For instance, there were two questions with answers that contradicted each other. Additionally, when submitting the final lab there were compile time errors for not having overloaded constructors in subclasses to match the parent class. The instructions for such a graded assignment should be clearly communicated."", ""Though course, but good"", ""good"", ""This is a deeply insightful course, unlike many other tutorials or courses on Java. Important concepts were thoroughly covered, such as serialization and exception handling. While these are not \""fun\"" topics, it's what makes a good developer different from others. Minus 1 star is because the quizzes are designed overly complex and didn't serve a good purpose. Please improve it."", ""Good material.""]"
9963,java_programming_for_beginners,Java Programming for Beginners,4.6,"IBM Skills Network Team, Ramanujam Srinivasan",Free,Coursera,"[""https://www.coursera.org/learn/java-for-programming-beginners"", ""https://www.coursera.org/learn/java-for-programming-beginners/reviews""]","[""It has been a solid and comprehensive Java course, to master the key concepts and best practices. Thanks for everything. To say something to improve, you could add another project to practice."", ""It could be better especially in the 4th Module because it was less understandable and hard to complete."", ""I like the hands on approach to learning with the labs. Coming from a front end developer background, this is a good course."", ""it was really a good course and i practiced with real time problems and great work by IBM"", ""I used this course as a refresher, It is a very good course."", ""It was good course but the excercise were too easy"", ""the teacher explain everything clearly."", ""Easy to follow along. Labs very good"", ""Nice explanations and slides"", ""great learning experience!""]"
328895,C1,C for Everyone: Programming Fundamentals,4.5,Ira Pohl,Free,Coursera,"[""https://www.coursera.org/learn/c-for-everyone"", ""https://www.coursera.org/learn/c-for-everyone/reviews""]","[""The professor who teaches the course explains the concept very effectively. I refurbished my knowledge of c again, and i feel i learned something more from this course about C."", ""Its a great opportunity to start into C programming but I hope the tutorials at week 4, 5 in particular like pointers, arrays being more clearly and competative! beside assignment!"", ""Great course to gain a foundation in C programming! The video lectures, coding examples, and peer reviewing of assignments allows one to learn quick and in real time. Would definitely recommend it."", ""A very well arranged course. YES, it is for EVERYONE but only if THE ONE is willing to learn something because it taught everything clearly but Practice is only the student's responsibility"", ""I am really happy I did this course. The instructor is a really experienced teacher. This course gave a good start for learning the fundamentals and moving onto complex programming languages like C++."", ""Good introduction to the C Programming Language for beginners in programming in general (and not just to the language). If you already have experience with C this part of the course will just be a quick reminder of the fundamentals of the language."", ""The coverage and assignments are good. Seems to be plenty of students judged by speed and timing of peer reviews. Videos are good in terms of content but presentation is adequate to poor. Excellent thing is that full participation is free, unlike the subsequent C/C++ courses."", ""It is very useful. It is foundation of c programming everyone can understand it very easily. It's an excellent course. I loved it. We can learn this course with very enjoy mood. It's very good."", ""The course was slow-paced, engaging and well-taught. For a Java guy, the course was easy and relatable to understand and apply also, not forgetting Java at the same time. Mr. Pohl along with his unbeatable experience in computer programming made it so much easier for me to grasp the basics of C and considering him as a mentor for learning it, along with the language's variants. Would highly recommend it to all who have experience in C or not."", ""Its good course but there is 1 problem. There are too many plagiators just cheating through this course. I got probably 1 proper assignment out of 5. Rest was copy-paste from internet.""]"
71828,C2,C for Everyone: Structured Programming,4.6,Ira Pohl,Free,Coursera,"[""https://www.coursera.org/learn/c-for-everyone-structured"", ""https://www.coursera.org/learn/c-for-everyone-structured/reviews""]","[""i am pleased that i have followed this course . It was really useful and well elaborated thanks alot"", ""you need little bit of background of language C or you will be confused, course is great and great teacher."", ""A very detailed course, thoroughly loved it Professor Ira Pohl is a wonderful teacher. Damn I love him. I'm gonna move onto C++ now, time to really up the ante"", ""Great course, Very informative, Complex computer science ideas are explained in a very intuitive way by an experienced teacher. Would recommend!"", ""I have had difficulties understanding the material, and I'm disappointed that the peer review does not work, as I didn't get any review for one task."", ""The course is a bit unorganized. There were many times where videos are out of order, or where I have to search for more resources to find the definitions, pictures, or explanation. The final project final grade being determined by one bad review is unfortunate."", ""Code upload (tasks) doesn't work. Honor tasks completed, but not rated because the major part of the participants - guys from India and their English too poor to understand the task and rate another participants."", ""The course provides a good foundation. I learned a lot and it refreshed my memory on programming concepts I had forgotten in the past few years. However, the course could use some 'cleaning-up.' There are some videos out-of-order or even missing that are referred to in other videos. Sometimes the assignments and quizzes don't seem to align with the topics as closely as they should."", ""A GOOD PLATFORM TO LEARN"", ""It's a good course for beginners, I expected a bit more from the course seeing the things which are going to be taught. I'll recommend watching all the videos in 1.5x or 2x :P""]"
257199,C3,"C++ For C Programmers, Part A",4.4,Ira Pohl,Free,Coursera,"[""https://www.coursera.org/learn/c-plus-plus-a"", ""https://www.coursera.org/learn/c-plus-plus-a/reviews""]","[""It is an awesome course to move to c++ from C. Includes all the essential elements needed in C programming. i.e the best course available to learn C++."", ""I really loved this course. It is really helpful for my programming aspect. I have managed to develop my logical abilty and this course really helped me."", ""Great teaching of topics covered. Covered far more than expected upon enrollment (and took way more time than expected). Lectures were slowly paced and tended to meander."", ""I really enjoyed the course. I like the instructor's way of explaining things and definitely learned a lot. A big thanks to you, Mr. Pohl. Keep up the great work."", ""A very good course, especially for people like me that have a lot experience in coding c program but want to learn something more to advance my career. I'll recommend this course to my friend."", ""This is a terrible course. The questions are often trivial, and many require the use of pseudocode that is not defined or explained anywhere. All major features of C++ are skipped. Very unhelpful class."", ""The lecture was good, the reviews of my work were pointless-- most of the reviews appeared to be done randomly or incorrectly. Taking a busy class and having to babysit submissions would have really helped the next student improve."", ""I still don't believe that I am lucky enough to get the opportunity to learn so much about such a great language from one of the most knowledgeable professors i.e Ira Pohl. I have gotten so good with understanding the most complex of the constructs in c++ now and have built up an affinity for the language and one of its most disliked and almost not much known by most of the c++ users i.e graphs. I have become 6 star problem solver on competitive programming platforms and have gained a lot of confidence and knowledge of its new features. Would be Forever grateful to Coursera for this wonderful experience! Thank You!"", ""It's wonderful platform to learn. highly recommended for those people who are interested to learn particular concept of c++ program."", ""this course gives brief explanation of modern c++ and gives best intro about how to use this C++ into factory and real world""]"
60828,C4,"C++ For C Programmers, Part B",4.5,Ira Pohl,Free,Coursera,"[""https://www.coursera.org/learn/c-plus-plus-b"", ""https://www.coursera.org/learn/c-plus-plus-b/reviews""]","[""It was good to avoid redundantly learning what C language is. Graph theory and Monte-Carlo methodology were fun. I enjoyed listening history of computer science and programming languages."", ""From History to Today's Programming World, every session lookout from Great perspective & passes through students that's really appreciate."", ""This course is garbage. It doesn't cover or test ANY important feature of C++! No derived classes, no namespaces, no discussion of the STL or special member functions, just for a start. There is no possible way that passing the practice final exam can be considered a meaningful for understanding C++."", ""The lecture was good, the reviews of my work were pointless and often incorrect... Taking a busy class, we would have really benefited from a useful example solution."", ""It's wonderful platform to learn. highly recommended for those people who are interested to learn particular concept of c++ program."", ""this course gives brief explanation of modern c++ and gives best intro about how to use this C++ into factory and real world"", ""The assignment is way too hard for a self-learn"", ""I was hoping for more coverage of modern features; pointers and lists were explained but templates, polymorphism, etc. were not addressed.""]"
8172,C5,Programming in C,4.5,Charles Severance,Free,Coursera,"[""https://www.coursera.org/learn/programming-in-c"", ""https://www.coursera.org/learn/programming-in-c/reviews""]","[""Very good course that teaches you the most important aspects in programming in one of the World's first coding languages."", ""Wonderful! I expected it to be much more difficult"", ""Most of the teaching material are in THE C PROGRAMMING LANGUAGE"", ""Do this assignment but I wont teach you the skills required to complete the assignment.""]"
55204,C6,C++ Basics: Selection and Iteration,4.6,"Anh Le, Elise Deitrick",Free,Coursera,"[""https://www.coursera.org/learn/codio-cpp-basics"", ""https://www.coursera.org/learn/codio-cpp-basics/reviews""]","[""Very well explained and the steps are easy to understand and follow along. It helped me catch up on my uni courses in a matter of 1 week and a half of self study"", ""Hello, thank you for your efforts in the course. It was very useful and beautiful. I hope you will always be healthy and happy. Mohammad Pakzad from Iran."", ""I learned lots of new knowledge about C++, it's my first step in programming. Overall I enjoy a lot across the whole course. Thank You."", ""Please give an option in codio to restart the assignment. This is frustrating to run the whole assignment from scratch due to a typo, which was a mistake. also please specify whether you expect the output on a new line, expect a new line after the last line, requirement of spaces, etc. It is such a vague platform for a beginner to start with."", ""Great course, easy to follow and instructions were very clear!"", ""The lack of any explanation other than a mechanical execution of instructions makes the course pretty much useless. The content itself is decent, but the slides lack many things you will lose access to once you pass that module"", ""Very well done and engaging; you're learning by doing the whole time. Just be warned that the grading is a bit wonky and pretty harsh; sometimes I would be told that my solution was incorrect despite it looking exactly like a sample solution and providing all the same outputs. Your score for the entire problem will go straight to 0 if ANYTHING is wrong, like placing a period at the end of a sentence you print out when the sample output didn't have the period (which happened to me)."", ""The course was really good and i was able to understand all the basic concepts related to c++ programming language"", ""The material was good but when coming to tests did not hold up. For a basic course you were expected to write your own code with little to no help and use techniques that were barely touched on. I found myself looking back through the notes and my own and finding it very difficult to come up with a solution."", ""Hard for people to function in the environment especially if on have bad eyesight. Program is not for me. I may not continue from here. I will look for a better C++ course to enroll in. PS keep your turtle graphic and stick to the basic fundamentals."", ""Good course overall ! I was looking to refresh and enhance my knowledge on C++, and this course was quite helpful in the process. Interface is also good and Turtle examples were brainstorming ideas. Highly recommended to any beginners and even intermediates. Only thing lacking was very difficult examples which can really make you sweat hard. Such examples are the ones which test real programmers. But still a 10/10 Course !!!""]"
115719,C7,Object-Oriented Data Structures in C++,4.7,Wade Fagen-Ulmschneider,Free,Coursera,"[""https://www.coursera.org/learn/cs-fundamentals-1"", ""https://www.coursera.org/learn/cs-fundamentals-1/reviews""]","[""So well designed course! Should be named c++ made easy. I specifically liked the challenge problem and Week 4 programming assignment. Thanks professor Wade Fagen-Ulmschneider and Eric!"", ""Honestly, this is a great crash course in OOP for C++ (though the ideas can be applied to any language). Previous experience with C++ is almost a necessity, the lessons can be complicated for novices."", ""Great course, simple and difficult all at the same time. Great introduction to these topics. Every thing that is included is there for a reason as every thing is straight to the point with no filler."", ""I enjoyed this course so much! Explanations were very clear and now i feel like i can navigate c++ code much easier! It has made me eager to keep exploring this awesome language and data structures!"", ""A 'not-so student friendly' course of all the courses I have done so far. There is a big gap between the assignments and teachings. It took a lot of pain to study this"", ""First of all lets see all the pros and cons: Pros: 1)The week 1 & 2 lectures are pretty good. 2)The assignments are tough and challenging. Cons: 1)Using only one example to illustrate every C++ function, constructor and everything else. 2)The challenges are too tough to understand taking reference from the video lectures especially week 3 & 4. You will end up searching for the solution on the web. 3)This course is very difficult for beginners. The week 4 assignment is just at another level. They expected too much for the beginners. In the end guys, I recommend you to clear your basics from youtube then enroll for this course."", ""The staff completely abandoned the students. I'm so disappointed with this course. I left 6 questions in discussion and no one answered. Very poor. Will not use University of Illinois again."", ""The content was presented well. However, the assignments and quizzes were very simplistic and not very challenging. This course is ok if you're very new to programming concepts, but you'll want to skip it if you understand the basics."", ""No Systematic Approch very confusing for the beginners.""]"
6015,C8,Programming with C++,4.5,Simplilearn Instructor,Free,Coursera,"[""https://www.coursera.org/learn/programming-with-c-plus-plus"", ""https://www.coursera.org/learn/programming-with-c-plus-plus/reviews""]","[""A great course for anyone starting with C++ or revising the basics. With some self-effort, it builds a solid foundation for more advanced programming."", ""A very Good and easy course for me"", ""Mind blowing course"", ""beginners friendly"", ""Very good course"", ""excellent videos"", ""good course"", ""Fantastic"", ""excellent"", ""BASICS ARE EXPLAINED CLEARLY"", ""This course is maybe good for those who want to revise their theory concept of C++ but not good for learners who are learning OOPS in C++"", ""It may be good for review purposes but not good if it first time learing C++."", ""This is the worst course one can take as a beginner. The tutor assumes that learner will know a lot of things before hand. I have some experience with coding C++ before starting the course, thus was able to understand what things were assumed. Taking this course will thoroughly confuse the learner. HIGHLY NOT RECOMMENDED!""]"
17110,ml_course_1,Supervised Machine Learning: Regression and Classification,4.9,"Andrew Ng, Aarti Bagul, Geoff Ladwig, Eddy Shyu",Free,Coursera,"[""https://www.coursera.org/learn/machine-learning"", ""https://www.coursera.org/learn/machine-learning/reviews""]","[""After finishing the course, I realized that all practice materials were removed. As a paying member, we should still have access to the practice materials even after completion."", ""This course is very clean, crisp and better than any classroom program. Kudos to the team who put this together."", ""It uses high school math and calculus so the mathematics part is manageable. However, the course doesn't go into the inner workings of some scikit‑learn libraries."", ""Most assignments are extremely basic and don't dive deep. Despite that, the course is still valuable for beginners to get started."", ""A great beginner‑friendly course — the instructors explain everything clearly and the labs complement the lectures perfectly."", ""The quizzes and code exercises are way too simple. Vectorization isn't fully explained, which left me confused."", ""This course, taught by Andrew Ng, is one of the best I've ever taken. Thanks to the team for making such a quality course."", ""I liked the optional lab but found it took far longer than the estimated time; still, it's worth doing."", ""As someone with no background, I found the course accessible and the examples easy to follow.""]"
26580,ml_course_2,Machine Learning in Production,4.8,Andrew Ng,Free,Coursera,"[""https://www.coursera.org/learn/machine-learning-in-production"", ""https://www.coursera.org/learn/machine-learning-in-production/reviews""]","[""This course changed the way I think about deploying ML models in production; it's full of insights for real-life projects."", ""It is excellent and well explained for data scientists, software engineers and managers."", ""The course is very basic and lacks hands‑on content; I expected more depth."", ""Too theoretical, I wanted more practical production examples."", ""It promises production ML but that part is absent — it's just another ML course."", ""I found the real‑life insights and case studies extremely helpful; the course can be completed quickly."", ""Shifting from a code‑centric to a data‑centric view of ML was eye‑opening."", ""After completing this course, I'm excited to take the next courses; Andrew Ng's insights are golden."", ""Good for refreshing your knowledge, but you need prior understanding of models to get the most out of it.""]"
11580,ml_course_3,"Unsupervised Learning, Recommenders, Reinforcement Learning",4.9,"Andrew Ng, Eddy Shyu, Aarti Bagul, Geoff Ladwig",Free,Coursera,"[""https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning"", ""https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning/reviews""]","[""The course is well structured and easy to follow; it removes the enigma around machine learning."", ""It's pitched at the right level, walking you through concepts of unsupervised learning, recommendation systems and reinforcement learning."", ""Unit tests in the programming assignments were too strict and hindered exploring alternate solutions."", ""The assignments lack challenging problems; they mostly guide you step by step."", ""Programming exercises could be improved with more programming assignments; I wanted deeper hands-on practice."", ""The reinforcement learning section was confusing; the instructions were unclear."", ""Overall, a great course with an excellent syllabus and up‑to‑date examples, thanks to Andrew Ng and team."", ""It's beginner friendly but also covers the mathematical underpinnings enough to be interesting."", ""Completing the entire specialization gave me confidence to move deeper into ML; this course is a strong finish.""]"
16200,ml_course_4,AI for Everyone,4.8,Andrew Ng,Free,Coursera,"[""https://www.coursera.org/learn/ai-for-everyone"", ""https://www.coursera.org/learn/ai-for-everyone/reviews""]","[""This course provides an interesting introduction to AI and helps you see how to integrate AI into your own tasks."", ""It offers the right level of information and pace — not too technical but still substantive."", ""A comprehensive overview for novices who need an understanding of AI's potential and limitations."", ""The course is motivating and encourages us to adopt AI in our work."", ""Andrew Ng presents complex ideas clearly and with relevant examples; he demystifies AI."", ""It's quite elementary; some feel it should be cheaper because of its basic content."", ""The course is very basic but a good starting point for those completely new to AI."", ""The simplicity of the presentation makes it accessible to non‑technical learners; still, engineers may find it too easy."", ""A clear and non‑technical introduction to AI that encourages ethical considerations.""]"
27580,ml_course_5,Machine Learning with Python,4.7,Saeed Aghabozorgi (IBM),Paid,Coursera,"[""https://www.coursera.org/learn/machine-learning-with-python"", ""https://www.classcentral.com/course/machine-learning-with-python-11714""]",
5320,ml_course_6,Generative AI for Everyone,4.8,Andrew Ng,Free,Coursera,"[""https://www.coursera.org/learn/generative-ai-for-everyone"", ""https://www.classcentral.com/course/generative-ai-for-everyone-263518""]",
12650,ml_course_7,Machine Learning for All,4.7,Marco Gillies (University of London),Free,Coursera,"[""https://www.coursera.org/learn/machine-learning-for-all"", ""https://www.feisworld.com/blog/best-ai-courses-on-coursera""]",
2780,ml_course_8,Applied Machine Learning in Python,4.6,Kevyn Collins‑Thompson (University of Michigan),Free,Coursera,"[""https://www.coursera.org/learn/machine-learning-applied"", ""https://online.umich.edu/courses/applied-machine-learning-in-python/""]",
5236,ml_course_9,Introduction to Artificial Intelligence (AI),4.7,Rav Ahuja (IBM),Free,Coursera,"[""https://www.coursera.org/learn/ai-introduction"", ""https://www.feisworld.com/blog/best-ai-courses-on-coursera""]",
1452,ml_course_10,AI Product Management Specialization,4.7,Jon Reifschneider (Duke University),Paid,Coursera,"[""https://www.coursera.org/specializations/ai-product-management"", ""https://www.feisworld.com/blog/best-ai-courses-on-coursera""]",
17580,DL1,Neural Networks and Deep Learning,4.9/5,"Andrew Ng, Kian Katanforoosh, Younes Bensouda Mourri",Paid,Coursera,"[""https://www.coursera.org/learn/neural-networks-deep-learning"", ""https://www.coursera.org/learn/neural-networks-deep-learning/reviews""]","[""The assignments are too simple and mostly pre‑written; you just fill in blanks and run the code."", ""There is no assignment in Python – it’s all pre‑coded, making it unhelpful for people who want to practise on their own."", ""Assignments don’t teach – most of the code is written for you; you only complete a few lines of code."", ""The labs are not challenging because they provide 90 % of the code; you just copy and paste."", ""Much of the course uses Octave, which is inconvenient for me; I wish everything were in Python."", ""The course is well‑structured and helps with fundamental concepts – it’s a great start to deep learning."", ""Assignments were easier than expected, but overall the course is great and covers the basics well."", ""Andrew Ng explains things extremely well; this course is an excellent introduction to deep learning."", ""The course is heavy on Octave and the assignments are time‑consuming; Python examples would make it better."", ""Clear explanations and good overview; assignments are interesting but I wish there were more open coding.""]"
2580,DL2,Convolutional Neural Networks,4.9/5,"Andrew Ng, Kian Katanforoosh, Younes Bensouda Mourri",Paid,Coursera,"[""https://www.coursera.org/learn/convolutional-neural-networks"", ""https://www.coursera.org/learn/convolutional-neural-networks/reviews""]","[""The instructions for the YOLO assignment were misleading – the test dataset uses a different file name than the instructions."", ""Great course; I’d recommend refreshing Python and TensorFlow before starting."", ""The course is very well structured and easy to follow; assignments are good and fun."", ""This course is challenging compared to previous courses, but it’s a good learning experience."", ""Assignments require good knowledge of TensorFlow and Keras that isn’t provided, which is demotivating."", ""The course is intensive and covers a lot; overall it’s wonderful and worth the effort."", ""Good course but assignments have editing issues; some code formatting is off and confusing."", ""Assignments are poorly commented and difficult to understand; they need improvement."", ""They should provide at least a GPU training example – training locally takes too long."", ""The assignments are poorly explained; sometimes you spend more time debugging than learning.""]"
1280,DL3,Sequence Models,4.8/5,"Andrew Ng, Eddy Shyu, Kian Katanforoosh, Younes Bensouda Mourri",Paid,Coursera,"[""https://www.coursera.org/learn/nlp-sequence-models"", ""https://www.coursera.org/learn/nlp-sequence-models/reviews""]","[""Great course but sometimes editing mistakes and mislabelled variables hamper learning."", ""There are editing errors like wrong variable names that make assignments confusing, and there isn’t enough explanation about Keras."", ""Keras functions are treated like black boxes – the course should explain them instead of just using them."", ""The course is good but not as polished as previous ones; there are typos and missing comments in the notebooks."", ""It relies too much on Keras and doesn’t explain the code; assignments feel poorly prepared."", ""The course is well structured and covers advanced topics like attention, but assignments have minor issues."", ""Wonderful course, but reading the entire Jupyter notebook after the assignment is necessary to understand it fully."", ""Random variable names inconsistent across lectures cause confusion and reduce clarity."", ""The course content is not stable – there are missing code segments, but it’s still good to learn new stuff."", ""Too many errors in tasks and unclear instructions reduce the fun; the course would be great if these were fixed.""]"
1830,DL4,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",4.8/5,Laurence Moroney,Paid,Coursera,"[""https://www.coursera.org/learn/introduction-tensorflow"", ""https://www.coursera.org/learn/introduction-tensorflow/reviews""]","[""This felt like a glorified TensorFlow/Keras tutorial – I expected more in‑depth treatment and practical tips."", ""I was expecting more elaborate content and graded programming exercises; most content is based on free tutorials."", ""Very unsatisfied – the course required too much trial and error and didn’t deliver on its promises."", ""The course is expensive; tasks are simple and you can learn better for free on the internet."", ""After finishing the course, I feel that most tasks were copy‑and‑paste; I regret paying for it."", ""The course is way too easy – more like a step‑by‑step guide; not advanced at all."", ""Good high‑level overview of TensorFlow; suitable for beginners but lacks depth."", ""Great introduction for people new to AI; the assignments are helpful and well organised."", ""Interesting course, but the final assignment instructions are unclear; still a nice introduction."", ""Loved the course – the instructor explains things clearly and I learned a lot about classification tasks.""]"
12536,DL5,Introduction to Deep Learning & Neural Networks with Keras,4.7/5,"Saeid Mehri, Alex Aklson (IBM)",Paid,Coursera,"[""https://www.coursera.org/learn/neural-networks-with-keras"", ""https://www.coursera.org/learn/neural-networks-with-keras/reviews""]","[""The final assignment does not reflect the content of the lectures; there is no staff feedback and the course feels like self‑learning."", ""The instructor is great but I expected a deeper intermediate‑level course – this one is too easy."", ""Instructors do not answer questions; the assignments are poorly designed and confusing."", ""Important concepts like dropouts, CNN and RNN are not covered; the course is not comprehensive."", ""The title is wrong – it teaches only logistic regression and doesn’t live up to its name."", ""Content is high quality, but some of the libraries used are outdated."", ""The course doesn’t go deep into theory; assignments are not enough to practise; I expected more detail."", ""The final assignment is poorly designed and doesn’t align with the rest of the course – I struggled to complete it."", ""The lectures are nice but the final exam is confusing; some tasks are just repetitive steps."", ""This course covers only the basics, but it’s a good start and well structured.""]"
1632,DL6,Deep Learning and Reinforcement Learning,4.6/5,"Saeid Mehri, Joseph Santarcangelo, Alex Aklson (IBM)",Paid,Coursera,"[""https://www.coursera.org/learn/deep-learning-reinforcement-learning"", ""https://www.coursera.org/learn/deep-learning-reinforcement-learning/reviews""]","[""The reinforcement‑learning section is extremely light – no Q‑learning or deep RL; it’s just basic concepts."", ""Too much time is spent on simple deep‑learning models; the reinforcement‑learning part is superficial."", ""The course lacks hands‑on RL exercises; it’s more like reading slides than doing projects."", ""There are many errors in the slides; examples in Jupyter notebooks do not work; the course needs an update."", ""It’s basically just watching slides; not enough practice – the RL section feels tacked on."", ""The JupyterLab is not working properly and there are no installation instructions; it’s frustrating."", ""Good introduction to deep learning; the reinforcement‑learning part is too short – a separate course is needed."", ""The course uses PyTorch for DL and RL; it’s great for introducing these topics and assignments are step‑by‑step."", ""I enjoyed the course, but there were some issues with the tests and assignments; still a nice overview."", ""The course is well structured and the lectures are helpful, but I expected more depth in reinforcement learning.""]"
14236,DL7,Deep Learning with PyTorch,4.4/5,"Saeid Mehri, Joseph Santarcangelo, Alex Aklson (IBM)",Paid,Coursera,"[""https://www.coursera.org/learn/deep-learning-pytorch"", ""https://www.coursera.org/learn/deep-learning-pytorch/reviews""]","[""After finishing the Keras course, this PyTorch course feels bland – it’s mostly coding without explanation."", ""The structure is poor and the assignments don’t teach; they just show code and ask to fill blanks."", ""I didn’t receive my certificate; the labs are too simple and there is no deep learning theory."", ""The exam instructions contradict the provided images; it’s confusing to follow."", ""The course uses an AI voice with no passion and tasks are repetitive; more theory would help."", ""Balanced difficulty and a good learning environment; I enjoyed the labs and assignments."", ""The course is straightforward, but I wish there was more math and theory."", ""The labs replicate the videos; you just do the same thing again – not very challenging."", ""I liked the course; the progression from basics to advanced topics is nice and assignments are helpful."", ""Good sequence of lectures, but the final exam is too long and not well explained.""]"
12563,DL8,Introduction to Neural Networks and PyTorch,4.4/5,"Saeid Mehri, Joseph Santarcangelo, Alex Aklson (IBM)",Paid,Coursera,"[""https://www.coursera.org/learn/deep-neural-networks-with-pytorch"", ""https://www.coursera.org/learn/deep-neural-networks-with-pytorch/reviews""]","[""The slides have typos and errors, the synthetic voice speaks too fast and the labs have multiple errors."", ""There are unrealistic tasks – we have to replicate high‑level functions; the course is low quality."", ""It doesn’t include enough PyTorch‑specific content; we spend time building functions that exist in the library."", ""The voice in the video is AI‑generated and monotone; the course is not engaging."", ""The labs are excellent and show multiple ways to do tasks; they help practise the concepts."", ""Extremely good for starting with PyTorch; I liked the progression from basics to CNN."", ""Great introduction, but sometimes tasks replicate examples rather than challenge you."", ""Good thorough introduction to neural networks – I now feel comfortable with PyTorch and can apply it to other frameworks."", ""Great course – it’s well structured and uses PyTorch effectively; I learned a lot about CNN and classification."", ""The course covers both theory and code; labs are well made and I recommend it for beginners.""]"
1580,udemy_3d_001,Complete Blender Creator: Learn 3D Modelling for Beginners,4.7,"Rick Davidson, Grant Abbitt",Paid,Udemy,,"[""This course is perfect for beginners — the pacing is great and all tools are explained clearly."", ""I loved the project-based style; finishing models gave me confidence."", ""Some later modules felt rushed and could use more depth."", ""Grant Abbitt’s teaching style is engaging and easygoing."", ""Great foundation for Blender, though advanced students might want more depth."", ""The section on UV unwrapping was extremely helpful."", ""Wish there were some more real-world examples or case studies."", ""Good balance between theory and hands-on practice."", ""I appreciated the frequent quizzes to reinforce concepts."", ""This course helped me start designing assets for my game.""]"
